quota_definition_sid,order_number,geographical_areas,description,headings,commodities,quota_unit,monetary_unit,validity,suspension_periods,blocking_periods,status,last_allocation_date,initial_volume,balance,fill_rate
21746,58041,['Countries subject to UK safeguard measures'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Critical,21/09/2021,6734000,3316123.008,0.507555241
21747,58041,['Countries subject to UK safeguard measures'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Critical,21/09/2021,6993000,3316123.008,0.525793936
21748,58041,['Countries subject to UK safeguard measures'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Critical,21/09/2021,6993000,3316123.008,0.525793936
21749,58041,['Countries subject to UK safeguard measures'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Critical,21/09/2021,6917000,3316123.008,0.520583633
21750,58041,['Countries subject to UK safeguard measures'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Critical,21/09/2021,6917000,3316123.008,0.520583633
20287,58042,['European Union'],,"['7215 – Other bars and rods of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7215100000', '7215501100', '7215501900', '7215508000', '7228109000', '7228209900', '7228502000', '7228504000', '7228506100', '7228506900', '7228508000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,30/03/2021,7144000,524558.864,0.926573507
20288,58042,['European Union'],,"['7215 – Other bars and rods of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7215100000', '7215501100', '7215501900', '7215508000', '7228109000', '7228209900', '7228502000', '7228504000', '7228506100', '7228506900', '7228508000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,14/06/2021,7223000,0,1
20289,58043,['Turkey'],,"['7215 – Other bars and rods of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7215100000', '7215501100', '7215501900', '7215508000', '7228109000', '7228209900', '7228502000', '7228504000', '7228506100', '7228506900', '7228508000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,30/03/2021,1371000,598497,0.563459519
20290,58043,['Turkey'],,"['7215 – Other bars and rods of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7215100000', '7215501100', '7215501900', '7215508000', '7228109000', '7228209900', '7228502000', '7228504000', '7228506100', '7228506900', '7228508000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,28/06/2021,1387000,0,1
20293,58044,['Countries subject to UK safeguard measures'],,"['7215 – Other bars and rods of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7215100000', '7215501100', '7215501900', '7215508000', '7228109000', '7228209900', '7228502000', '7228504000', '7228506100', '7228506900', '7228508000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,29/03/2021,611000,481466.201,0.212002944
20295,58045,['European Union'],,['7217 – Wire of iron or non-alloy steel'],"['7217101000', '7217103100', '7217103900', '7217105000', '7217109000', '7217201000', '7217203000', '7217205000', '7217209000', '7217304100', '7217304900', '7217305000', '7217309000', '7217902000', '7217905000', '7217909000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,30/03/2021,24773000,9697677.379,0.608538434
20296,58045,['European Union'],,['7217 – Wire of iron or non-alloy steel'],"['7217101000', '7217103100', '7217103900', '7217105000', '7217109000', '7217201000', '7217203000', '7217205000', '7217209000', '7217304100', '7217304900', '7217305000', '7217309000', '7217902000', '7217905000', '7217909000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,25048000,11988137.54,0.521393423
20301,58046,['Thailand'],,['7217 – Wire of iron or non-alloy steel'],"['7217101000', '7217103100', '7217103900', '7217105000', '7217109000', '7217201000', '7217203000', '7217205000', '7217209000', '7217304100', '7217304900', '7217305000', '7217309000', '7217902000', '7217905000', '7217909000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,29/01/2021,2578000,2318690,0.100585725
20302,58046,['Thailand'],,['7217 – Wire of iron or non-alloy steel'],"['7217101000', '7217103100', '7217103900', '7217105000', '7217109000', '7217201000', '7217203000', '7217205000', '7217209000', '7217304100', '7217304900', '7217305000', '7217309000', '7217902000', '7217905000', '7217909000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,30/04/2021,2606000,4924690,-0.889750576
20303,58047,['Countries subject to UK safeguard measures'],,['7217 – Wire of iron or non-alloy steel'],"['7217101000', '7217103100', '7217103900', '7217105000', '7217109000', '7217201000', '7217203000', '7217205000', '7217209000', '7217304100', '7217304900', '7217305000', '7217309000', '7217902000', '7217905000', '7217909000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,29/03/2021,1900000,1703263.7,0.103545421
20148,58048,['Countries subject to UK safeguard measures'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,46544000,25553150.22,0.450989382
20158,58049,['Countries subject to UK safeguard measures'],,"['7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, cold-rolled (cold-reduced), not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7209150000', '7209169000', '7209179000', '7209189100', '7209250000', '7209269000', '7209279000', '7209289000', '7209902000', '7209908000', '7211232000', '7211233000', '7211238000', '7211290000', '7211902000', '7211908000', '7225502000', '7225508000', '7226200000', '7226920000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,26283000,14830695.37,0.435730496
20165,58050,['Countries subject to UK safeguard measures'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210410020', '7210490020', '7210610020', '7210690020', '7212300020', '7212506120', '7212506920', '7225920020', '7225990011', '7225990022', '7225990045', '7225990091', '7225990092', '7226993010', '7226993030', '7226997011', '7226997013', '7226997091', '7226997093', '7226997094']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,24/06/2021,59612000,0,1
20174,58051,['Countries subject to UK safeguard measures'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210200000', '7210300000', '7210410030', '7210410080', '7210490030', '7210490080', '7210610030', '7210610080', '7210690030', '7210690080', '7210908000', '7212200000', '7212300030', '7212300080', '7212502000', '7212503000', '7212504000', '7212506130', '7212506180', '7212506930', '7212506980', '7212509000', '7225910000', '7225920030', '7225920080', '7225990023', '7225990025', '7225990041', '7225990093', '7225990095', '7226991000', '7226993090', '7226997019', '7226997096']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,32620000,14705554.4,0.549185947
20183,58052,['Countries subject to UK safeguard measures'],,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7210708000', '7212408000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,1075000,47240,0.956055814
20189,58053,['Countries subject to UK safeguard measures'],,"['7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, cold-rolled (cold-reduced), not clad, plated or coated', '7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7209189900', '7210110000', '7210122000', '7210128000', '7210500000', '7210701000', '7210904000', '7212101000', '7212109000', '7212402000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,25/06/2021,4266000,3277967.756,0.231606246
20196,58054,['Countries subject to UK safeguard measures'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more']","['7208512000', '7208519100', '7208519800', '7208529100', '7208902000', '7208908000', '7210903000', '7225401200', '7225404000', '7225406000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,24/06/2021,15700000,16085932.15,-0.024581666
20203,58055,['Countries subject to UK safeguard measures'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling', '7215 – Other bars and rods of iron or non-alloy steel', '7216 – Angles, shapes and sections of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7214300000', '7214911000', '7214919000', '7214993100', '7214993900', '7214995000', '7214997100', '7214997900', '7214999500', '7215900000', '7216100000', '7216210000', '7216220000', '7216401000', '7216409000', '7216501000', '7216509100', '7216509900', '7216990000', '7228102000', '7228201000', '7228209100', '7228302000', '7228304100', '7228304900', '7228306100', '7228306900', '7228307000', '7228308900', '7228602000', '7228608000', '7228701000', '7228709000', '7228800000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,8329000,13188751.91,-0.583473635
20214,58056,['Countries subject to UK safeguard measures'],,"['7214 – Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling']","['7214200000', '7214991000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,10/06/2021,38571000,0,1
20219,58057,['Countries subject to UK safeguard measures'],,"['7222 – Other bars and rods of stainless steel; angles, shapes and sections of stainless steel']","['7222111100', '7222111900', '7222118100', '7222118900', '7222191000', '7222199000', '7222201100', '7222201900', '7222202100', '7222202900', '7222203100', '7222203900', '7222208100', '7222208900', '7222305100', '7222309100', '7222309700', '7222401000', '7222405000', '7222409000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,2471000,2899860.946,-0.173557647
20230,58058,['Countries subject to UK safeguard measures'],,"['7221 – Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel']","['7221001000', '7221009000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,30/04/2021,18000,36000,-1
20235,58059,['Countries subject to UK safeguard measures'],,"['7213 – Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel', '7227 – Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel']","['7213100000', '7213200000', '7213911000', '7213912000', '7213914100', '7213914900', '7213917000', '7213919000', '7213991000', '7213999000', '7227100000', '7227200000', '7227901000', '7227905000', '7227909500']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,4105000,7447766.1,-0.814315737
20239,58060,['Countries subject to UK safeguard measures'],,"['7216 – Angles, shapes and sections of iron or non-alloy steel']","['7216311000', '7216319000', '7216321100', '7216321900', '7216329100', '7216329900', '7216331000', '7216339000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,18/05/2021,21370000,36641771.28,-0.714635998
20244,58061,['Countries subject to UK safeguard measures'],,"['7302 – Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (base plates), rail clips, bedplates, ties and other material specialised for jointing or fixing rails']","['7302102200', '7302102800', '7302104000', '7302105000', '7302400000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,18/05/2021,434000,0,1
20253,58062,['Countries subject to UK safeguard measures'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,25/06/2021,1498000,1724095.454,-0.150931545
20259,58063,['Countries subject to UK safeguard measures'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,20/05/2021,1919000,19275.57,0.989955409
20272,58064,['Countries subject to UK safeguard measures'],,"['7305 – Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4\xa0mm, of iron or steel']","['7305190000', '7305200000', '7305310000', '7305390000', '7305900000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,04/05/2021,1871000,3704825.374,-0.980131146
20285,58065,['Countries subject to UK safeguard measures'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,6538000,6736099.141,-0.030299654
20294,58066,['Countries subject to UK safeguard measures'],,"['7215 – Other bars and rods of iron or non-alloy steel', '7228 – Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel']","['7215100000', '7215501100', '7215501900', '7215508000', '7228109000', '7228209900', '7228502000', '7228504000', '7228506100', '7228506900', '7228508000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,618000,734670.907,-0.188787875
20304,58067,['Countries subject to UK safeguard measures'],,['7217 – Wire of iron or non-alloy steel'],"['7217101000', '7217103100', '7217103900', '7217105000', '7217109000', '7217201000', '7217203000', '7217205000', '7217209000', '7217304100', '7217304900', '7217305000', '7217309000', '7217902000', '7217905000', '7217909000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,25/06/2021,1921000,3346548.259,-0.742086548
20159,58069,"['European Union', 'India', 'South Korea']",,"['7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, cold-rolled (cold-reduced), not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7209150000', '7209169000', '7209179000', '7209189100', '7209250000', '7209269000', '7209279000', '7209289000', '7209902000', '7209908000', '7211232000', '7211233000', '7211238000', '7211290000', '7211902000', '7211908000', '7225502000', '7225508000', '7226200000', '7226920000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,08/06/2021,26283000,21762860,0.171979607
20166,58070,"['European Union', 'South Korea']",,"['7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7210410020', '7210490020', '7210610020', '7210690020', '7212300020', '7212506120', '7212506920', '7225920020', '7225990011', '7225990022', '7225990045', '7225990091', '7225990092', '7226993010', '7226993030', '7226997011', '7226997013', '7226997091', '7226997093', '7226997094']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,17/06/2021,59612000,56900832,0.045480239
20190,58072,"['China', 'European Union']",,"['7209 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, cold-rolled (cold-reduced), not clad, plated or coated', '7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated']","['7209189900', '7210110000', '7210122000', '7210128000', '7210500000', '7210701000', '7210904000', '7212101000', '7212109000', '7212402000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,4266000,3523976.566,0.17393892
20197,58073,"['European Union', 'Ukraine']",,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7210 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more']","['7208512000', '7208519100', '7208519800', '7208529100', '7208902000', '7208908000', '7210903000', '7225401200', '7225404000', '7225406000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,15700000,6726351,0.57157
20245,58079,['European Union'],,"['7302 – Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (base plates), rail clips, bedplates, ties and other material specialised for jointing or fixing rails']","['7302102200', '7302102800', '7302104000', '7302105000', '7302400000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,18/05/2021,434000,0,1
20260,58080,"['European Union', 'Turkey']",,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,10/05/2021,401000,141985,0.645922693
21151,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Critical,08/09/2021,11782000,782778.685,0.933561476
21152,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Critical,08/09/2021,11782000,782778.685,0.933561476
21153,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Critical,08/09/2021,11526000,782778.685,0.932085833
21154,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Critical,08/09/2021,11654000,782778.685,0.932831759
21155,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Critical,08/09/2021,12135000,782778.685,0.935494134
21156,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Critical,08/09/2021,12135000,782778.685,0.935494134
21157,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2023-01-01,2023-04-01)",[],[],Critical,08/09/2021,11871000,782778.685,0.934059583
